system_id,word,ner
569,第20,ORDINAL
569,6萬元,MONEY
569,星宇航空,PERSON
569,星宇航空,PERSON
573,星宇,PERSON
573,華航,ORG
575,快年前,DATE
576,立榮,ORG
576,ATR,ORG
576,兩年,DATE
578,1543,CARDINAL
580,星宇,PERSON
580,歐洲,LOC
580,n瑞士,GPE
580,芬蘭西班牙,GPE
580,米蘭,GPE
580,n台灣,GPE
580,大洋洲,LOC
580,美國,GPE
580,歐洲,LOC
581,羅馬,GPE
581,華航,ORG
582,張,PERSON
583,米蘭,ORG
583,星宇,PERSON
583,長榮,ORG
584,克拉克,PERSON
584,仙台,GPE
584,神戶,GPE
584,長榮,ORG
584,星宇,PERSON
585,BR開OW,ORG
585,DFWJX,PRODUCT
587,DFW,ORG
587,OW,ORG
589,長華粉,PERSON
590,八成,PERCENT
590,東南亞,LOC
590,ORD,ORG
590,台灣,GPE
590,20,CARDINAL
590,ORD,ORG
590,IAH,ORG
590,第三,ORDINAL
590,星宇,PERSON
591,長榮,ORG
591,長榮,ORG
592,瑞士,GPE
595,三,CARDINAL
595,星宇,PERSON
595,今年,DATE
595,兩,CARDINAL
596,蘇黎,GPE
596,赫爾辛基,GPE
597,ZUR,ORG
599,去年,DATE
599,DFW,ORG
599,年初,DATE
599,華府,ORG
600,瑞士,GPE
601,澳紐seasonal,ORG
602,星宇,PERSON
603,阿拉斯加,NORP
606,瑞士,GPE
607,張,PERSON
607,二,CARDINAL
608,蘇黎世IATA,ORG
609,ZRH,ORG
609,ZUR,PERSON
609,張,PERSON
609,西班牙,GPE
610,MAD/BCN,ORG
610,EY,ORG
610,今年,DATE
610,明後年,DATE
616,JXBR,ORG
616,米蘭,GPE
616,卡星宇,PERSON
616,BR米蘭,GPE
616,4,CARDINAL
617,米蘭,GPE
618,米蘭,ORG
618,長榮阿,PERSON
619,美,GPE
619,三,CARDINAL
619,三,CARDINAL
620,星宇,PERSON
620,東南亞,LOC
620,台灣,GPE
620,北美,LOC
620,川普,PERSON
620,台籍,NORP
620,泰國,GPE
620,75,CARDINAL
620,菲越泰,PERSON
621,瑞士,GPE
622,台灣,GPE
623,台灣,GPE
623,好幾百,CARDINAL
623,3個月,DATE
624,ESTA,ORG
624,八成,CARDINAL
624,川普,PERSON
624,張,PERSON
625,ICE,ORG
625,幾百,CARDINAL
625,ESTA,ORG
626,台灣人,NORP
626,芬蘭,GPE
626,巴黎瑞士,GPE
627,BR/ORD,ORG
628,MXP,ORG
628,CA,ORG
628,曼谷吉隆坡,GPE
628,T5,FAC
629,義大利,GPE
634,下午,TIME
634,歐洲,LOC
634,26年8月1日,DATE
634,台北,GPE
634,"星期二四六,10月1日到24日期間",DATE
634,星期二四六\n\n\n,TIME
634,26年8月1日到9月30日,DATE
635,百位數,CARDINAL
635,十,CARDINAL
635,北美,LOC
637,星宇,PERSON
637,台積電,ORG
638,布拉格,GPE
639,歐洲,LOC
639,大洋洲,LOC
639,港,GPE
639,澳,GPE
640,華航,ORG
641,第航廈,FAC
641,第二航廈,FAC
645,兩,CARDINAL
645,白天,TIME
645,亞洲,ORG
645,10月,DATE
645,10月,DATE
645,米蘭,GPE
645,蘇黎世,GPE
645,第二,ORDINAL
646,熊本,GPE
646,鳳凰城,GPE
646,布拉格,GPE
648,台GG,ORG
648,波蘭,GPE
648,華沙,GPE
651,華航,ORG
651,熊本峴港,ORG
651,宿霧,GPE
651,清邁舊金山,GPE
651,班西雅圖鳳凰城,GPE
652,德國,GPE
653,捷克,GPE
654,歐積電,ORG
654,德國,GPE
654,德累斯頓,GPE
654,布拉格,GPE
654,兩小時,TIME
655,柏林,GPE
655,布拉格,GPE
655,柏林,GPE
655,柏林,GPE
656,351,FAC
656,359,CARDINAL
658,德勒斯登,GPE
658,FRA,ORG
659,華航,ORG
659,布拉格,GPE
659,柏林,GPE
660,柏林,GPE
662,FRA/MUC,ORG
663,四,CARDINAL
663,CI,ORG
664,維也納奧捷,GPE
664,歐洲團,LOC
664,布拉格,GPE
664,維也納,GPE
664,BR/JX,ORG
664,華航VIEPRG,ORG
664,7,CARDINAL
665,華航,ORG
665,歐洲,LOC
666,慕尼黑/法蘭克福,GPE
666,歐積電,ORG
666,德勒斯登,GPE
666,捷克布拉格,GPE
667,星宇,PERSON
668,歐洲,LOC
668,蘇黎世,GPE
669,里程票,PERSON
670,法蘭克福,GPE
672,台積電,ORG
672,歐洲,LOC
673,華沙,GPE
674,八月,DATE
674,六月,DATE
674,PHX,PRODUCT
674,歐洲,LOC
675,法蘭克福,GPE
675,布拉格,GPE
677,1個月,DATE
678,BRK,PERSON
679,布拉格,GPE
679,華航,ORG
679,布拉格,GPE
679,星宇,ORG
679,50,CARDINAL
680,星宇,PERSON
681,HEL,ORG
683,KOL,ORG
684,CI789,PRODUCT
685,GE,ORG
686,B304U,PERSON
686,今天,DATE
686,TPE,ORG
687,DFW,ORG
688,星宇,PERSON
688,101,CARDINAL
689,HEL,PRODUCT
689,俄羅斯,GPE
690,HEL,ORG
690,尾道,GPE
690,歐,LOC
690,北歐,LOC
690,QQ,PRODUCT
690,歐洲,LOC
690,兩個月,DATE
690,布拉格,GPE
690,台灣人,NORP
692,旅行社,ORG
692,第次,ORDINAL
694,華航,ORG
694,4月,DATE
694,2/4/6,CARDINAL
694,星宇,PERSON
694,2/4/6,DATE
694,星宇,PERSON
694,兩,CARDINAL
695,星宇,PERSON
695,紐約,GPE
695,加拿大,GPE
696,10月,DATE
696,4,CARDINAL
696,11月,DATE
697,星宇,PERSON
698,星宇,PERSON
698,0010,CARDINAL
699,1/3/5十月,DATE
699,7,CARDINAL
699,2/6四月,DATE
701,四,CARDINAL
702,DFW,ORG
702,HEL,ORG
702,三,CARDINAL
702,第三,ORDINAL
703,HEL,ORG
704,google,ORG
706,華航,ORG
707,八萬多,CARDINAL
709,台積,ORG
710,日,GPE
710,日本,GPE
711,日本,GPE
711,十幾,MONEY
711,日本,GPE
711,溫泉泊,LOC
711,二,CARDINAL
711,上晚,TIME
711,快兩萬,CARDINAL
711,日本,GPE
712,日,GPE
713,日,GPE
715,日本,GPE
715,日本,GPE
715,五,CARDINAL
715,四五星酒店,FAC
715,日本人,NORP
716,日本,GPE
716,五,CARDINAL
716,5萬,CARDINAL
716,25萬,CARDINAL
716,沖繩,GPE
716,王子飯店,FAC
716,台灣人,NORP
719,日本人,NORP
719,幾天,DATE
719,個月,DATE
720,日本,NORP
723,星宇旦,PERSON
723,布拉格德勒斯登,PERSON
724,日本,GPE
726,日,GPE
726,巴,GPE
726,韓國,GPE
726,歐美東南亞,LOC
726,澳洲,GPE
726,紐西蘭非洲,GPE
726,日本,GPE
729,日本,GPE
729,5萬,CARDINAL
730,日本,GPE
731,星宇,PERSON
732,布拉格文,GPE
734,5萬,CARDINAL
735,蘇黎,GPE
736,HEL,ORG
736,亞洲,LOC
737,這幾年內,DATE
737,歐洲,LOC
737,五,CARDINAL
737,布拉格蘇黎世赫爾辛基布魯塞爾巴塞隆納,PERSON
737,101,DATE
738,日本,GPE
738,5萬,CARDINAL
739,ZRH,ORG
739,HEL,ORG
741,芬蘭芬蘭,GPE
741,美國,GPE
741,亞洲,LOC
741,芬蘭,GPE
742,南亞,LOC
742,中東非洲,LOC
742,中美洲,LOC
745,星宇,PERSON
746,星宇,PERSON
746,華航,ORG
746,QQ,PRODUCT
749,星宇,PERSON
749,漢莎,ORG
749,歐洲,LOC
750,歐美,LOC
752,DRS,ORG
753,50,CARDINAL
753,歐洲,LOC
753,XDD,GPE
757,JFK,ORG
757,30美金,MONEY
758,俄烏戰爭,EVENT
758,星宇,PERSON
760,日旅仔,PERSON
760,日本,GPE
760,日本,GPE
760,日本,GPE
760,歐洲,LOC
760,美洲,LOC
760,東南亞,LOC
760,南亞,LOC
760,中東非洲,LOC
760,紐澳,LOC
760,東亞,LOC
760,亞洲,LOC
762,星宇,PERSON
763,星宇,PERSON
764,24,CARDINAL
764,160度,QUANTITY
764,49,MONEY
765,四,CARDINAL
766,日,GPE
766,JX/PR,PRODUCT
769,歐洲,LOC
769,德勒斯登,GPE
769,中文,LANGUAGE
769,芬蘭,GPE
769,虎航,ORG
771,星宇,PERSON
771,北歐,LOC
771,北歐,LOC
773,北歐,LOC
774,信華航,ORG
774,德列斯登,GPE
774,兩,CARDINAL
775,MXP,PRODUCT
775,101,DATE
776,MXP,PRODUCT
777,長榮,ORG
777,華航,ORG
777,羅馬,GPE
777,米蘭星宇,PERSON
777,米蘭,GPE
777,紅海,LOC
778,華航,ORG
779,MXP,ORG
780,MXP,PRODUCT
780,MXP,ORG
781,黑海,LOC
781,東歐,LOC
781,波蘭,GPE
781,韓國,GPE
781,北極,LOC
781,中國,GPE
781,二,CARDINAL
782,蘇黎世,GPE
782,北歐人,NORP
783,烏,GPE
783,俄,GPE
783,黑海,LOC
783,HEL,GPE
783,布拉格,GPE
784,北歐,LOC
785,北歐,LOC
785,瑞士,GPE
785,米蘭,GPE
786,威尼斯,GPE
787,HEL,PRODUCT
787,亞洲,LOC
787,日本人,NORP
787,芬蘭,GPE
787,幾年前,DATE
788,烏俄戰爭,EVENT
789,嚕嚕米,PERSON
789,北歐,LOC
790,大陸,GPE
790,歐洲,LOC
790,俄羅斯,GPE
791,日,GPE
791,韓,GPE
791,中國,GPE
791,台灣,GPE
791,fr24,PRODUCT
791,日,GPE
791,韓,GPE
791,北極,LOC
791,中國,GPE
791,二,CARDINAL
791,香港,GPE
791,中國,GPE
791,桃園,GPE
791,香港,GPE
792,台北,GPE
792,澳門,GPE
792,2小時,TIME
792,桃園機場,FAC
792,第二,ORDINAL
792,B1R\n公車站,FAC
792,德國,GPE
792,3000,CARDINAL
792,今天,DATE
792,2022年7月,DATE
792,B58305，A330900neo,PRODUCT
792,兩,CARDINAL
792,297,CARDINAL
792,星宇機隊,ORG
792,5,CARDINAL
792,121Apex,ORG
792,242,CARDINAL
792,A330,PRODUCT
792,242,FAC
792,A330900neo,PERSON
792,B787,PRODUCT
792,日航,ORG
792,242,CARDINAL
792,333,CARDINAL
792,今天,DATE
792,62,CARDINAL
792,31英寸,QUANTITY
792,79公分,QUANTITY
792,18英吋,QUANTITY
792,36公分,QUANTITY
792,德國,GPE
792,星宇,PERSON
792,露西,PERSON
792,奈勒斯,PERSON
792,60,CARDINAL
792,早上,TIME
792,長榮阿,PERSON
792,香港,GPE
792,JX233虎航,ORG
792,飛秋田,PERSON
792,長榮飛宿霧,PERSON
792,今天,DATE
792,桃園機場,FAC
792,苗栗,GPE
792,加里山鹿坑山,LOC
792,沙崙油庫,FAC
792,桃園機\n場,FAC
792,第三,ORDINAL
792,桃園機場竹圍漁港,FAC
792,南崁溪,LOC
792,港澳,GPE
792,Treetop\n,PRODUCT
792,蘋果汁,PRODUCT
792,九龍半島,LOC
792,香港島,LOC
792,西\n,FAC
792,石塘咀,FAC
792,堅尼,GPE
792,薄扶林,FAC
792,港島,LOC
792,香港仔,GPE
792,鴨脷洲,LOC
792,周潤發,PERSON
792,南丫島,LOC
792,港珠澳大橋,FAC
792,東涌填海,FAC
792,大嶼山,LOC
792,石鼓洲,GPE
792,澳門,GPE
792,萬山群島,LOC
792,珠海,GPE
792,34,CARDINAL
792,路氹,GPE
792,澳門機場,FAC
792,兩,CARDINAL
792,今天,DATE
792,B06登機門,FAC
792,澳門,GPE
792,NX612,PRODUCT
792,台北,GPE
792,濠光號,FAC
792,台北,GPE
793,星宇,ORG
793,A330,PRODUCT
793,6,CARDINAL
795,澳門,GPE
797,silversnow,PERSON
798,n中央通訊社,ORG
798,2/3,CARDINAL
798,A3501000新加坡航展,EVENT
798,n亞洲,LOC
798,新加坡航展,EVENT
798,今天,DATE
798,星宇航空,ORG
798,今年,DATE
798,Airbus,ORG
798,星宇航空,ORG
798,翟健華,PERSON
798,星宇航空,ORG
798,兩,CARDINAL
798,新加坡航展,EVENT
798,今\n年,DATE
798,台,GPE
798,星宇航空,PERSON
798,今年,DATE
798,新加坡航展,EVENT
798,台灣航空公司,ORG
798,台灣,GPE
798,星宇航空,PERSON
798,A3501000,PRODUCT
798,4,CARDINAL
798,4,CARDINAL
798,40,CARDINAL
798,36,CARDINAL
798,270,CARDINAL
798,350,CARDINAL
798,1萬5600公里,QUANTITY
798,北美,LOC
798,歐洲,LOC
798,星宇航空,PERSON
798,2019年,DATE
798,A321neo,PRODUCT
798,台,GPE
798,A330neoA350900,PRODUCT
798,A3501000,PRODUCT
798,今年1月初,DATE
798,2月10日,DATE
798,n星宇,PERSON
798,A3501000,DATE
799,4月底,DATE
799,東京,GPE
799,成田,GPE
799,桃園,GPE
799,第次,ORDINAL
801,週末,DATE
802,星宇,PERSON
802,台灣,GPE
803,1萬9,CARDINAL
804,星宇,PERSON
804,空山基,PERSON
804,兩,CARDINAL
806,4月,DATE
806,桃園,GPE
807,韓國,GPE
807,高雄,GPE
807,港都,GPE
808,台中高雄,GPE
809,6月,DATE
810,韓國,GPE
810,春節,DATE
810,中秋節,DATE
810,中秋節,DATE
810,金浦濟州島,LOC
810,韓國人,NORP
810,中秋節,DATE
811,台灣,GPE
811,韓國,GPE
811,釜山,GPE
811,首爾,GPE
812,台中,GPE
812,桃園,GPE
812,釜山,GPE
812,中投彰雲,LOC
813,華信,ORG
813,明年,DATE
813,台中,GPE
813,星宇,PERSON
813,台中,GPE
815,釜山,GPE
815,第天,DATE
816,首爾釜山,GPE
818,星宇,PERSON
819,11點半,TIME
819,中午,TIME
821,15,CARDINAL
822,810,CARDINAL
823,兩,CARDINAL
824,兩,CARDINAL
824,釜山機場,FAC
825,兩,CARDINAL
825,傍晚,TIME
826,中部人,NORP
826,傍晚,TIME
827,三個小時,TIME
827,台北,GPE
827,屏東,GPE
828,兩,CARDINAL
828,三,CARDINAL
828,45,CARDINAL
828,傍晚,TIME
828,傍晚,TIME
829,DAD,ORG
829,六月,DATE
829,兩,CARDINAL
829,二五日早上,TIME
830,LCC,ORG
830,台中高雄,GPE
831,東南亞,LOC
832,中午,TIME
834,韓籍,NORP
836,MAX8,PRODUCT
836,大陸,GPE
836,夏威夷,GPE
837,台中,GPE
839,華信,ORG
839,台中,GPE
840,首爾,GPE
841,釜山,GPE
841,首爾,GPE
842,首爾,GPE
842,仁川,GPE
843,釜山,GPE
844,MAX8,PRODUCT
844,大陸,GPE
844,夏威夷,GPE
846,釜山,GPE
846,海雲台,GPE
847,釜山,GPE
848,釜山,GPE
848,桃園,GPE
849,n星宇,PERSON
849,nhttps,GPE
849,星宇,PERSON
849,nhttps,GPE
849,星宇航空,PERSON
849,桃園國際機場,FAC
849,馬來西亞吉隆坡,GPE
849,2026/3/29,DATE
849,桃園國際機場第航廈,FAC
849,第二航廈,FAC
849,越南河,GPE
849,桃機T1,FAC
849,VIP,PRODUCT
849,三,CARDINAL
849,第二,ORDINAL
849,美,GPE
850,星宇菲律賓,GPE
851,18度,QUANTITY
852,美國,GPE
852,東南亞,LOC
852,三,CARDINAL
852,華航,ORG
852,三,CARDINAL
853,國泰,ORG
854,桃機T1,FAC
854,長榮,ORG
854,B9,PRODUCT
855,星宇,PERSON
856,華航,ORG
857,阿聯酋,GPE
857,T1,ORG
863,Airbus,ORG
863,AIRBUS,ORG
863,新加坡航展,EVENT
863,兩,CARDINAL
863,AIRBUS,ORG
863,新加坡航展,EVENT
863,A3501000,PERSON
863,新加坡,GPE
863,2026年,DATE
863,亞洲,LOC
863,n2019年,DATE
863,A321neo,PRODUCT
863,n2023年,DATE
863,今年初,DATE
863,A3501000,DATE
863,4,CARDINAL
863,2月8日,DATE
863,2359,TIME
863,星宇航空,PERSON
863,1200,CARDINAL
863,4,CARDINAL
863,日,GPE
863,2月9日,DATE
863,1400,CARDINAL
863,4,CARDINAL
863,台灣,GPE
863,2月10日,DATE
863,1400,CARDINAL
865,星宇,PERSON
866,58,CARDINAL
866,10,CARDINAL
868,星宇美感美,PERSON
870,321,ORG
870,第二,ORDINAL
870,339,CARDINAL
874,星宇,PERSON
874,北海道,GPE
874,北海道,GPE
874,孝親行,PERSON
874,捷優雅,PERSON
874,兩,CARDINAL
874,4分鐘,TIME
874,nA330,PRODUCT
874,WiFi,PRODUCT
874,星宇航空,ORG
874,北海道,GPE
874,21天,DATE
874,24小時,TIME
874,24小時,DATE
874,1小時,TIME
874,今天,DATE
874,750,CARDINAL
874,945,CARDINAL
874,1005,CARDINAL
874,WiFi,PRODUCT
874,A330,PRODUCT
874,今天,DATE
874,星宇航,PERSON
874,北海道,GPE
875,星宇,PERSON
876,台灣,GPE
879,今年,DATE
879,釜山,GPE
879,歐洲,LOC
879,農曆年後,DATE
879,東北亞,LOC
879,東南亞,LOC
879,美國,GPE
879,星宇航空,ORG
879,劉允富,PERSON
879,今年,DATE
879,星宇,PERSON
879,歐洲,LOC
879,農曆年後,DATE
879,今年,DATE
879,劉允富,PERSON
879,今年,DATE
879,美國,NORP
879,歐洲,LOC
879,日本,GPE
879,今年,DATE
879,n\n,PERSON
879,劉允富,PERSON
879,今年,DATE
879,東北亞線,LOC
879,日本,GPE
879,泰國,GPE
879,越南,GPE
879,富國島,LOC
879,河內,GPE
879,美國,GPE
879,今年,DATE
879,7成8至8成,PERCENT
879,前年,DATE
879,鳳凰城,GPE
879,2月至3月,DATE
879,8成,PERCENT
879,2年,DATE
879,今年,DATE
879,歐洲,LOC
879,n農曆年後,DATE
879,釜山,GPE
879,這幾年,DATE
879,今年,DATE
879,紐澳,GPE
879,n\n,PERSON
879,星宇航空,PERSON
879,今年,DATE
879,2月13日,DATE
879,台中,GPE
879,宮古島,GPE
879,下地島機場,FAC
879,3月底,DATE
879,熊本,GPE
879,東京,GPE
879,台中,GPE
879,9,CARDINAL
879,劉允富,PERSON
879,星宇航空,PERSON
879,台中,GPE
879,3,CARDINAL
879,東京,GPE
879,台中,GPE
879,台北,GPE
879,台中機場,FAC
879,桃園機場,FAC
879,第二,ORDINAL
879,高雄機場,FAC
879,台中機場,FAC
879,星宇,PERSON
879,台灣,GPE
879,虎航,ORG
879,香港,GPE
879,越捷,ORG
879,苗栗南,GPE
879,嘉義,GPE
879,今年3月,DATE
879,夏\n季班表,WORK_OF_ART
879,1,CARDINAL
879,4,CARDINAL
879,東京,GPE
879,4,CARDINAL
879,台中,GPE
879,峴港,GPE
879,台中熊\n,GPE
880,歐洲,LOC
880,捷克,GPE
881,捷克,GPE
882,捷克,GPE
883,捷克,GPE
884,工商時報,ORG
884,桃機,FAC
884,高雄,GPE
885,布拉格,GPE
886,布拉格,GPE
888,布拉格,GPE
888,華航,ORG
889,長榮,ORG
890,第二,ORDINAL
890,布拉格,GPE
892,高雄,GPE
893,捷克耶,PERSON
893,華航,ORG
893,芬蘭,GPE
893,北歐,LOC
894,35K,CARDINAL
894,35K,CARDINAL
895,長榮,ORG
895,華航,ORG
895,翡翠卡,ORG
895,東歐,LOC
895,南歐,LOC
895,北歐,LOC
896,台中,GPE
897,三,CARDINAL
898,北歐,LOC
898,張,PERSON
898,華航,ORG
899,美東,GPE
900,北歐,LOC
900,北歐,LOC
900,芬蘭,GPE
901,布拉格AA,GPE
901,今年夏季,DATE
901,費城布拉格,GPE
901,RobertIsm,GPE
901,台積電,ORG
901,日航,ORG
901,台積電,ORG
901,成田鳳凰城台中,GPE
901,高雄成田,GPE
902,第二,ORDINAL
902,鳳凰城,GPE
902,夏季,DATE
902,359,FAC
902,峇里島,LOC
905,布拉格,GPE
905,359,CARDINAL
906,UKB,ORG
907,波蘭,GPE
907,波波,PERSON
907,東歐,LOC
908,星宇,PERSON
910,ChinaAirlines,ORG
910,鳳凰城,GPE
912,歐洲,LOC
912,4,CARDINAL
912,東歐,LOC
912,華航,ORG
912,土航,ORG
912,星宇,PERSON
912,聯盟,ORG
912,三,CARDINAL
912,長榮,ORG
912,北歐,LOC
912,台灣人,NORP
914,北歐,LOC
914,波蘭,GPE
915,高雄,GPE
915,歐,LOC
916,第三,ORDINAL
916,兩,CARDINAL
917,高雄,GPE
918,中國,GPE
918,台灣,GPE
919,北歐團,ORG
919,冰島,GPE
919,巴黎,GPE
919,倫敦,GPE
919,哥本哈根,GPE
919,挪威,GPE
919,芬蘭,GPE
920,華航,ORG
920,台積電,ORG
920,明年,DATE
920,CI,ORG
921,美國,GPE
921,ANC,ORG
921,北歐,LOC
921,波蘭,GPE
922,ONT/PHX/PUS/PRG,ORG
923,台中,NORP
923,台中,GPE
924,Finnair,GPE
924,北歐,LOC
924,波蘭,GPE
924,東歐,LOC
925,米國,GPE
925,台中,GPE
925,首爾,GPE
926,LJ台中線,FAC
926,韓進集團,ORG
926,台中,GPE
926,韓國,GPE
926,Trinity,ORG
927,波蘭,GPE
927,日本,GPE
927,倫敦,GPE
928,96,CARDINAL
930,6,CARDINAL
930,工商時報,WORK_OF_ART
930,星宇,PERSON
930,台北,GPE
930,台中,GPE
931,芬蘭,GPE
931,曼谷,GPE
931,墨爾本,GPE
931,QF聯營,ORG
931,雪梨曼谷,GPE
931,芬蘭,GPE
931,A330,PRODUCT
931,QF,PRODUCT
931,新加坡/曼谷,GPE
931,歐陸,LOC
931,二,CARDINAL
931,三,CARDINAL
931,AY曼谷,GPE
931,墨爾本,GPE
931,QF,PRODUCT
931,台灣,GPE
931,俄羅斯,GPE
931,兩小時,TIME
932,桃園,GPE
932,仁川,GPE
932,台中,GPE
932,仁川,GPE
932,台中,GPE
932,台中,GPE
933,芬蘭,GPE
933,曼谷,GPE
933,200,CARDINAL
934,墨爾本,GPE
934,QF,PRODUCT
935,北歐,LOC
936,荷航集團,ORG
936,ITA,ORG
936,SAS,ORG
936,芬蘭,GPE
936,葡萄牙,GPE
936,IAG,ORG
936,UX股份,ORG
936,土航,ORG
936,土航,ORG
936,26股份,ORG
937,寰宇天合,ORG
938,ACCC,ORG
938,VA,ORG
938,QF,ORG
938,法荷航集團,ORG
938,天合,ORG
938,QF,PRODUCT
938,BA大堆共掛BA,ORG
938,BA,ORG
938,UX股份,ORG
938,IAG20土航26IAG,ORG
938,葡萄牙,GPE
938,UX股份,ORG
938,土航,ORG
938,Iberia,GPE
941,星宇,PERSON
941,高雄,GPE
942,米蘭,GPE
942,雷米歐,PERSON
943,QF,ORG
943,20289,DATE
943,米蘭長榮,ORG
944,三月,DATE
944,PRGQQ,ORG
945,澳洲,GPE
945,QF,PRODUCT
945,澳洲,NORP
946,歐洲,LOC
946,中國,NORP
946,韓國人,NORP
946,台灣人,NORP
947,蘇黎,GPE
948,星宇,PERSON
948,三月,DATE
948,歐洲,LOC
949,布拉格機場,FAC
949,兩小時,TIME
950,首爾,GPE
951,星宇航空,PERSON
951,三年,DATE
951,星宇航空,PERSON
951,日本,NORP
951,空山基HajimeSORAYAMA,PERSON
951,A3501000,DATE
951,兩,CARDINAL
951,AirbusA,ORG
951,3501000B58553B58554,PRODUCT
951,60年,DATE
951,空山基,PERSON
951,日文,LANGUAGE
952,美航,ORG
956,星宇,PERSON
965,星宇,PERSON
965,台灣,GPE
967,星宇,PERSON
968,星宇,PERSON
979,華航,ORG
980,第三,ORDINAL
980,歐洲,LOC
980,兩,CARDINAL
980,布拉格,GPE
980,蘇黎世,GPE
984,華航,ORG
984,國泰金控,ORG
984,101,CARDINAL
986,華航,ORG
987,星宇,PERSON
988,台灣,GPE
988,星宇,PERSON
988,中華民國,GPE
989,匡金,PERSON
992,匡金,PERSON
993,10年後,DATE
998,年終,DATE
1005,蔡秋鳳,PERSON
1005,金包銀,PERSON
1012,美航,ORG
1012,787,PRODUCT
1012,2013年,DATE
1012,星宇,PERSON
1015,星宇航,ORG
1015,台中,GPE
1015,n\n,GPE
1015,星宇航空,ORG
1015,20日,DATE
1015,台中,GPE
1015,神戶,GPE
1015,星宇航空,PERSON
1015,n民航局,ORG
1015,民航局,ORG
1015,星宇航空,PERSON
1015,今天,DATE
1015,306,CARDINAL
1015,台中,GPE
1015,神戶,GPE
1015,神戶機場,FAC
1015,民航\n局,ORG
1015,星宇航空,ORG
1015,20日,DATE
1015,日本,GPE
1015,神戶,GPE
1015,民航局,ORG
1015,民航局,ORG
1019,第二,ORDINAL
1022,KW96,PRODUCT
1022,五,CARDINAL
1022,KW96,PRODUCT
1022,五,CARDINAL
1025,星宇,PERSON
1028,3天,DATE
1028,桃園,GPE
1029,96,CARDINAL
1030,三天,DATE
1031,今天,DATE
1033,阿，,PERSON
1034,第星宇,PERSON
1035,18358,CARDINAL
1036,空巴,ORG
1036,100呎,QUANTITY
1036,THS,PRODUCT
1037,今天,DATE
1038,皇城,GPE
1039,n\n,PERSON
1039,20260121,DATE
1039,星宇航空,ORG
1039,STARLUXAirlines,GPE
1039,北海道,GPE
1039,6萬,CARDINAL
1039,星宇,PERSON
1039,n\n,ORG
1039,下午3點50分,TIME
1039,5小時,TIME
1039,32,CARDINAL
1039,21度,QUANTITY
1039,n\n,ORG
1039,5,CARDINAL
1039,兩天,DATE
1039,星宇,PERSON
1039,廣體,ORG
1039,A330neoA350,PRODUCT
1039,上週,DATE
1039,8,CARDINAL
1039,A32\n1neo,PRODUCT
1039,3萬,CARDINAL
1039,星宇,PERSON
1039,星宇,PERSON
1039,張國煒,PERSON
1039,5,CARDINAL
1039,2,CARDINAL
1039,星宇航空,PRODUCT
1040,23度,QUANTITY
1040,25度,QUANTITY
1041,星宇,PERSON
1043,日航,ORG
1044,日航,ORG
1049,21度,QUANTITY
1050,日航,ORG
1052,星宇航空,PERSON
1052,B58551,PERSON
1052,東京,GPE
1052,B58551,PRODUCT
1052,2月10日,DATE
1052,n\n,ORG
1052,星宇航,PERSON
1052,2月10日,DATE
1052,4,CARDINAL
1052,40,CARDINAL
1052,36,CARDINAL
1052,270,CARDINAL
1052,3小時,TIME
1052,臺灣,GPE
1054,成田,GPE
1056,六萬,CARDINAL
1059,早上,TIME
1060,美東,NORP
1060,美東,ORG
1060,華航,ORG
1060,紐約,GPE
1060,芝加哥,GPE
1063,359351,DATE
1064,美東,GPE
1064,明年,DATE
1066,JFK,ORG
1066,JFK,ORG
1066,JFK,ORG
1066,今年,DATE
1068,20,CARDINAL
1070,20,CARDINAL
1072,星宇,PERSON
1074,QF,PERSON
1074,ST001,PRODUCT
1074,兩萬,CARDINAL
1075,20,CARDINAL
1077,董仔,PERSON
1078,802,CARDINAL
1078,800,CARDINAL
1080,4,CARDINAL
1080,20,CARDINAL
1082,1000,CARDINAL
1082,兩,CARDINAL
1083,台北,GPE
1084,星宇,PERSON
1084,兩,CARDINAL
1085,35,CARDINAL
1087,第二,ORDINAL
1087,東京,GPE
1088,7K,CARDINAL
1091,40,CARDINAL
1091,2,CARDINAL
1096,星宇,PERSON
1096,6萬,CARDINAL
1096,2026/01/200753,DATE
1096,林欣恬,PERSON
1096,19日,DATE
1096,星宇航,PERSON
1096,STARLUXAirlines,ORG
1096,n宇\n\n,PERSON
1096,上週五,DATE
1096,星宇航空,PERSON
1096,下午3時50分,TIME
1096,北海道,GPE
1096,n\n,PERSON
1096,5,CARDINAL
1096,兩天,DATE
1096,星宇航空,PERSON
1096,星宇,PERSON
1099,1個月,DATE
1101,星宇,PERSON
1102,339,CARDINAL
1106,星宇,PERSON
1113,6萬,CARDINAL
1114,台灣,GPE
1114,三,CARDINAL
1114,國泰,ORG
1116,日航,ORG
1117,去年三月,DATE
1117,日航,ORG
1119,日航,ORG
1122,上周,DATE
1122,星宇二航貴賓室,FAC
1123,二,CARDINAL
1124,北海道,GPE
1125,50度,QUANTITY
1126,日航,ORG
1126,351,CARDINAL
1127,台灣,GPE
1128,星宇頭,PERSON
1129,冬天,DATE
1134,星宇,PERSON
1136,零下,QUANTITY
1144,前幾天,DATE
1144,第次,ORDINAL
1144,星宇,PERSON
1145,SteamDick,ORG
1145,星宇A3501000,PRODUCT
1145,JFK,GPE
1145,171312092026\n,PERSON
1145,星宇,PERSON
